Order ID,Customer ID,Order Date,Year,Month,Quarter,Day of Week,Category,Item,Taste_Profile,Temperature,Health_Level,Ingredient_Type,Price,Quantity,Order Total,Payment Method,Price_Tier,Avg_Temp_F,Season,Is_Weekend,Is_Trend_Item,Is_Visual_Item
ORD_560213,CUST_061,2023-12-02,2023,12,4,Saturday,Drinks,Water,Neutral,Cold,Healthy,Beverage-Water,1.0,1.0,1.0,Credit Card,Budget (<$6),63,Winter,True,False,False
ORD_764488,CUST_030,2023-02-06,2023,2,1,Monday,Main Dishes,Pasta Alfredo,Savoury-Creamy,Hot,Indulgent,Carb-Pasta,12.0,2.0,24.0,Digital Wallet,Mid-range ($6-12),66,Winter,False,False,False
ORD_774490,CUST_085,2023-05-13,2023,5,2,Saturday,Side Dishes,Grilled Vegetables,Savoury,Hot,Healthy,Plant-Based,5.0,3.0,15.0,Credit Card,Budget (<$6),86,Spring,True,True,False
ORD_256810,CUST_075,2023-02-26,2023,2,1,Sunday,Desserts,Cheesecake,Sweet-Creamy,Cold,Indulgent,Sweet-Dairy,7.0,4.0,28.0,Credit Card,Mid-range ($6-12),66,Winter,True,False,True
ORD_943026,CUST_021,2023-09-02,2023,9,3,Saturday,Desserts,Cheesecake,Sweet-Creamy,Cold,Indulgent,Sweet-Dairy,7.0,2.0,14.0,Digital Wallet,Mid-range ($6-12),91,Fall,True,False,True
ORD_103352,CUST_071,2023-01-12,2023,1,1,Thursday,Desserts,Ice Cream,Sweet-Creamy,Cold,Indulgent,Sweet-Dairy,5.0,5.0,25.0,Cash,Budget (<$6),62,Winter,False,False,True
ORD_818955,CUST_075,2022-09-02,2022,9,3,Friday,Desserts,Ice Cream,Sweet-Creamy,Cold,Indulgent,Sweet-Dairy,5.0,1.0,5.0,Cash,Budget (<$6),91,Fall,False,False,True
ORD_831791,CUST_033,2023-09-11,2023,9,3,Monday,Side Dishes,Unknown,Unknown,Unknown,Unknown,Unknown,3.0,1.0,3.0,Cash,Budget (<$6),91,Fall,False,False,False
ORD_459162,CUST_049,2023-09-07,2023,9,3,Thursday,Drinks,Coca Cola,Sweet,Cold,Indulgent,Beverage-Soda,2.5,1.0,2.5,Credit Card,Budget (<$6),91,Fall,False,False,False
ORD_891284,CUST_091,2022-05-07,2022,5,2,Saturday,Main Dishes,Pasta Alfredo,Savoury-Creamy,Hot,Indulgent,Carb-Pasta,12.0,4.0,48.0,Unknown,Mid-range ($6-12),86,Spring,True,False,False
ORD_357474,CUST_065,2023-04-25,2023,4,2,Tuesday,Drinks,Lemonade,Sweet-Sour,Cold,Moderate,Beverage-Juice,3.0,5.0,15.0,Cash,Budget (<$6),80,Spring,False,False,False
ORD_144025,CUST_003,2023-02-01,2023,2,1,Wednesday,Side Dishes,Mashed Potatoes,Savoury-Creamy,Hot,Moderate,Carb-Potato,4.0,3.0,12.0,Credit Card,Budget (<$6),66,Winter,False,False,False
ORD_849551,CUST_059,2022-07-02,2022,7,3,Saturday,Desserts,Chocolate Cake,Sweet,Room Temp,Indulgent,Sweet-Chocolate,6.0,3.0,18.0,Digital Wallet,Budget (<$6),96,Summer,True,False,True
ORD_243351,CUST_100,2022-08-10,2022,8,3,Wednesday,Side Dishes,Garlic Bread,Savoury,Hot,Moderate,Carb-Bread,4.0,2.0,8.0,Cash,Budget (<$6),97,Summer,False,False,False
ORD_249999,CUST_007,2022-10-29,2022,10,4,Saturday,Starters,Beef Chili,Savoury-Spicy,Hot,Indulgent,Protein-Red Meat,7.0,2.0,14.0,Digital Wallet,Mid-range ($6-12),82,Fall,True,False,False
ORD_217352,CUST_066,2022-06-22,2022,6,2,Wednesday,Starters,Chicken Melt,Savoury-Cheesy,Hot,Indulgent,Protein-Poultry,8.0,4.0,32.0,Unknown,Mid-range ($6-12),92,Summer,False,False,False
ORD_622006,CUST_051,2023-04-02,2023,4,2,Sunday,Starters,Nachos Grande,Savoury-Spicy,Hot,Indulgent,Carb-Fried,10.0,5.0,50.0,Credit Card,Mid-range ($6-12),80,Spring,True,False,True
ORD_421515,CUST_003,2023-12-03,2023,12,4,Sunday,Desserts,Brownie,Sweet,Room Temp,Indulgent,Sweet-Chocolate,6.0,1.0,6.0,Cash,Budget (<$6),63,Winter,True,False,False
ORD_486378,CUST_070,2023-07-06,2023,7,3,Thursday,Starters,Sweet Potato Fries,Savoury-Sweet,Hot,Moderate,Carb-Fried,5.0,5.0,25.0,Cash,Budget (<$6),96,Summer,False,True,False
ORD_318504,CUST_010,2022-03-08,2022,3,1,Tuesday,Starters,Cheese Fries,Savoury-Cheesy,Hot,Indulgent,Carb-Fried,5.0,3.0,15.0,Credit Card,Budget (<$6),73,Spring,False,False,False
ORD_677281,CUST_096,2022-04-14,2022,4,2,Thursday,Desserts,Cheesecake,Sweet-Creamy,Cold,Indulgent,Sweet-Dairy,7.0,3.0,21.0,Digital Wallet,Mid-range ($6-12),80,Spring,False,False,True
ORD_193724,CUST_066,2022-09-13,2022,9,3,Tuesday,Drinks,Orange Juice,Sweet-Fresh,Cold,Healthy,Beverage-Juice,3.0,2.0,6.0,Cash,Budget (<$6),91,Fall,False,False,False
ORD_235699,CUST_073,2023-01-17,2023,1,1,Tuesday,Starters,French Fries,Savoury,Hot,Indulgent,Carb-Fried,4.0,2.0,8.0,Credit Card,Budget (<$6),62,Winter,False,False,False
ORD_790488,CUST_007,2023-07-17,2023,7,3,Monday,Starters,Nachos Grande,Savoury-Spicy,Hot,Indulgent,Carb-Fried,10.0,4.0,40.0,Digital Wallet,Mid-range ($6-12),96,Summer,False,False,True
ORD_783662,CUST_076,2022-03-19,2022,3,1,Saturday,Main Dishes,Steak,Savoury,Hot,Indulgent,Protein-Red Meat,20.0,5.0,100.0,Cash,Premium (>$12),73,Spring,True,False,False
ORD_875784,CUST_021,2023-11-10,2023,11,4,Friday,Drinks,Lemonade,Sweet-Sour,Cold,Moderate,Beverage-Juice,3.0,5.0,15.0,Cash,Budget (<$6),71,Fall,False,False,False
ORD_581390,CUST_094,2023-05-12,2023,5,2,Friday,Drinks,Iced Tea,Refreshing,Cold,Moderate,Beverage-Tea,2.5,5.0,12.5,Credit Card,Budget (<$6),86,Spring,False,False,False
ORD_951195,CUST_050,2023-07-19,2023,7,3,Wednesday,Desserts,Cheesecake,Sweet-Creamy,Cold,Indulgent,Sweet-Dairy,7.0,3.0,21.0,Digital Wallet,Mid-range ($6-12),96,Summer,False,False,True
ORD_948592,CUST_003,2023-12-01,2023,12,4,Friday,Desserts,Cheesecake,Sweet-Creamy,Cold,Indulgent,Sweet-Dairy,7.0,4.0,28.0,Digital Wallet,Mid-range ($6-12),63,Winter,False,False,True
ORD_322548,CUST_039,2023-10-28,2023,10,4,Saturday,Side Dishes,Mashed Potatoes,Savoury-Creamy,Hot,Moderate,Carb-Potato,4.0,3.0,12.0,Credit Card,Budget (<$6),82,Fall,True,False,False
ORD_288258,CUST_023,2022-11-05,2022,11,4,Saturday,Main Dishes,Pasta Alfredo,Savoury-Creamy,Hot,Indulgent,Carb-Pasta,12.0,1.0,12.0,Cash,Mid-range ($6-12),71,Fall,True,False,False
ORD_873032,CUST_037,2022-06-20,2022,6,2,Monday,Desserts,Unknown,Unknown,Unknown,Unknown,Unknown,5.0,1.0,5.0,Cash,Budget (<$6),92,Summer,False,False,False
ORD_968554,CUST_099,2022-09-24,2022,9,3,Saturday,Drinks,Water,Neutral,Cold,Healthy,Beverage-Water,1.0,5.0,5.0,Credit Card,Budget (<$6),91,Fall,True,False,False
ORD_544955,CUST_079,2023-11-25,2023,11,4,Saturday,Drinks,Water,Neutral,Cold,Healthy,Beverage-Water,1.0,5.0,5.0,Digital Wallet,Budget (<$6),71,Fall,True,False,False
ORD_373032,CUST_087,2022-11-26,2022,11,4,Saturday,Desserts,Unknown,Unknown,Unknown,Unknown,Unknown,6.0,3.0,18.0,Credit Card,Budget (<$6),71,Fall,True,False,False
ORD_268099,CUST_062,2023-11-25,2023,11,4,Saturday,Main Dishes,Vegetarian Platter,Savoury,Hot,Healthy,Plant-Based,14.0,2.0,28.0,Credit Card,Premium (>$12),71,Fall,True,True,False
ORD_153010,CUST_070,2023-06-05,2023,6,2,Monday,Main Dishes,Steak,Savoury,Hot,Indulgent,Protein-Red Meat,20.0,5.0,100.0,Cash,Premium (>$12),92,Summer,False,False,False
ORD_564058,CUST_088,2022-12-15,2022,12,4,Thursday,Main Dishes,Pasta Alfredo,Savoury-Creamy,Hot,Indulgent,Carb-Pasta,12.0,4.0,48.0,Cash,Mid-range ($6-12),63,Winter,False,False,False
ORD_968534,CUST_042,2023-12-25,2023,12,4,Monday,Side Dishes,Garlic Bread,Savoury,Hot,Moderate,Carb-Bread,4.0,4.0,16.0,Digital Wallet,Budget (<$6),63,Winter,False,False,False
ORD_540610,CUST_091,2023-07-09,2023,7,3,Sunday,Main Dishes,Pasta Alfredo,Savoury-Creamy,Hot,Indulgent,Carb-Pasta,12.0,3.0,36.0,Cash,Mid-range ($6-12),96,Summer,True,False,False
ORD_814017,CUST_051,2022-12-23,2022,12,4,Friday,Side Dishes,Onion Rings,Savoury,Hot,Indulgent,Carb-Fried,5.0,2.0,10.0,Credit Card,Budget (<$6),63,Winter,False,False,False
ORD_159871,CUST_050,2023-03-18,2023,3,1,Saturday,Drinks,Coca Cola,Sweet,Cold,Indulgent,Beverage-Soda,2.5,3.0,7.5,Credit Card,Budget (<$6),73,Spring,True,False,False
ORD_307786,CUST_051,2022-03-21,2022,3,1,Monday,Main Dishes,Pasta Alfredo,Savoury-Creamy,Hot,Indulgent,Carb-Pasta,12.0,1.0,12.0,Digital Wallet,Mid-range ($6-12),73,Spring,False,False,False
ORD_535939,CUST_085,2022-10-16,2022,10,4,Sunday,Starters,French Fries,Savoury,Hot,Indulgent,Carb-Fried,4.0,2.0,8.0,Digital Wallet,Budget (<$6),82,Fall,True,False,False
ORD_792954,CUST_097,2023-08-06,2023,8,3,Sunday,Drinks,Orange Juice,Sweet-Fresh,Cold,Healthy,Beverage-Juice,3.0,4.0,12.0,Credit Card,Budget (<$6),97,Summer,True,False,False
ORD_213506,CUST_032,2023-11-18,2023,11,4,Saturday,Desserts,Chocolate Cake,Sweet,Room Temp,Indulgent,Sweet-Chocolate,6.0,3.0,18.0,Cash,Budget (<$6),71,Fall,True,False,True
ORD_716611,CUST_088,2023-08-11,2023,8,3,Friday,Desserts,Cheesecake,Sweet-Creamy,Cold,Indulgent,Sweet-Dairy,7.0,2.0,14.0,Digital Wallet,Mid-range ($6-12),97,Summer,False,False,True
ORD_540382,CUST_057,2022-04-22,2022,4,2,Friday,Desserts,Chocolate Cake,Sweet,Room Temp,Indulgent,Sweet-Chocolate,6.0,5.0,30.0,Digital Wallet,Budget (<$6),80,Spring,False,False,True
ORD_209304,CUST_098,2022-08-17,2022,8,3,Wednesday,Side Dishes,Onion Rings,Savoury,Hot,Indulgent,Carb-Fried,5.0,2.0,10.0,Cash,Budget (<$6),97,Summer,False,False,False
ORD_583615,CUST_089,2023-07-24,2023,7,3,Monday,Main Dishes,Steak,Savoury,Hot,Indulgent,Protein-Red Meat,20.0,1.0,20.0,Digital Wallet,Premium (>$12),96,Summer,False,False,False
ORD_838991,CUST_007,2023-09-27,2023,9,3,Wednesday,Drinks,Water,Neutral,Cold,Healthy,Beverage-Water,1.0,3.0,3.0,Digital Wallet,Budget (<$6),91,Fall,False,False,False
ORD_541707,CUST_058,2022-10-23,2022,10,4,Sunday,Main Dishes,Salmon,Savoury,Hot,Healthy,Protein-Seafood,18.0,3.0,54.0,Cash,Premium (>$12),82,Fall,True,False,False
ORD_746097,CUST_004,2022-11-03,2022,11,4,Thursday,Main Dishes,Pasta Alfredo,Savoury-Creamy,Hot,Indulgent,Carb-Pasta,12.0,3.0,36.0,Digital Wallet,Mid-range ($6-12),71,Fall,False,False,False
ORD_726893,CUST_047,2023-01-21,2023,1,1,Saturday,Drinks,Orange Juice,Sweet-Fresh,Cold,Healthy,Beverage-Juice,3.0,4.0,12.0,Credit Card,Budget (<$6),62,Winter,True,False,False
ORD_984444,CUST_014,2023-09-03,2023,9,3,Sunday,Main Dishes,Grilled Chicken,Savoury,Hot,Healthy,Protein-Poultry,15.0,1.0,15.0,Cash,Premium (>$12),91,Fall,True,False,False
ORD_241185,CUST_064,2022-01-14,2022,1,1,Friday,Main Dishes,Steak,Savoury,Hot,Indulgent,Protein-Red Meat,20.0,4.0,80.0,Credit Card,Premium (>$12),62,Winter,False,False,False
ORD_992194,CUST_023,2023-10-06,2023,10,4,Friday,Desserts,Cheesecake,Sweet-Creamy,Cold,Indulgent,Sweet-Dairy,7.0,1.0,7.0,Digital Wallet,Mid-range ($6-12),82,Fall,False,False,True
ORD_983666,CUST_014,2022-10-05,2022,10,4,Wednesday,Side Dishes,Side Salad,Fresh,Cold,Healthy,Plant-Based,3.0,2.0,6.0,Credit Card,Budget (<$6),82,Fall,False,True,False
ORD_916712,CUST_013,2023-10-29,2023,10,4,Sunday,Starters,Beef Chili,Savoury-Spicy,Hot,Indulgent,Protein-Red Meat,7.0,3.0,21.0,Credit Card,Mid-range ($6-12),82,Fall,True,False,False
ORD_733852,CUST_046,2022-07-28,2022,7,3,Thursday,Main Dishes,Steak,Savoury,Hot,Indulgent,Protein-Red Meat,20.0,2.0,40.0,Credit Card,Premium (>$12),96,Summer,False,False,False
ORD_514503,CUST_040,2022-12-10,2022,12,4,Saturday,Desserts,Fruit Salad,Sweet-Fresh,Cold,Healthy,Sweet-Fruit,4.0,2.0,8.0,Cash,Budget (<$6),63,Winter,True,True,True
ORD_292367,CUST_037,2023-03-09,2023,3,1,Thursday,Main Dishes,Pasta Alfredo,Savoury-Creamy,Hot,Indulgent,Carb-Pasta,12.0,3.0,36.0,Digital Wallet,Mid-range ($6-12),73,Spring,False,False,False
ORD_596859,CUST_082,2023-10-12,2023,10,4,Thursday,Main Dishes,Salmon,Savoury,Hot,Healthy,Protein-Seafood,18.0,5.0,90.0,Credit Card,Premium (>$12),82,Fall,False,False,False
ORD_151413,CUST_008,2022-11-16,2022,11,4,Wednesday,Side Dishes,Side Salad,Fresh,Cold,Healthy,Plant-Based,3.0,1.0,3.0,Digital Wallet,Budget (<$6),71,Fall,False,True,False
ORD_961405,CUST_017,2022-11-21,2022,11,4,Monday,Drinks,Lemonade,Sweet-Sour,Cold,Moderate,Beverage-Juice,3.0,1.0,3.0,Cash,Budget (<$6),71,Fall,False,False,False
ORD_222171,CUST_085,2023-05-26,2023,5,2,Friday,Drinks,Lemonade,Sweet-Sour,Cold,Moderate,Beverage-Juice,3.0,3.0,9.0,Digital Wallet,Budget (<$6),86,Spring,False,False,False
ORD_108786,CUST_046,2023-12-09,2023,12,4,Saturday,Side Dishes,Side Salad,Fresh,Cold,Healthy,Plant-Based,3.0,2.0,6.0,Credit Card,Budget (<$6),63,Winter,True,True,False
ORD_937848,CUST_010,2022-03-19,2022,3,1,Saturday,Desserts,Cheesecake,Sweet-Creamy,Cold,Indulgent,Sweet-Dairy,7.0,5.0,35.0,Cash,Mid-range ($6-12),73,Spring,True,False,True
ORD_476434,CUST_043,2022-10-01,2022,10,4,Saturday,Drinks,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,2.0,2.0,Digital Wallet,Budget (<$6),82,Fall,True,False,False
ORD_402389,CUST_035,2023-06-19,2023,6,2,Monday,Starters,Sweet Potato Fries,Savoury-Sweet,Hot,Moderate,Carb-Fried,5.0,3.0,15.0,Digital Wallet,Budget (<$6),92,Summer,False,True,False
ORD_857771,CUST_031,2022-02-06,2022,2,1,Sunday,Main Dishes,Grilled Chicken,Savoury,Hot,Healthy,Protein-Poultry,15.0,4.0,60.0,Credit Card,Premium (>$12),66,Winter,True,False,False
ORD_292331,CUST_015,2023-02-26,2023,2,1,Sunday,Drinks,Unknown,Unknown,Unknown,Unknown,Unknown,2.5,4.0,10.0,Digital Wallet,Budget (<$6),66,Winter,True,False,False
ORD_495326,CUST_018,2023-05-28,2023,5,2,Sunday,Main Dishes,Steak,Savoury,Hot,Indulgent,Protein-Red Meat,20.0,1.0,20.0,Credit Card,Premium (>$12),86,Spring,True,False,False
ORD_941091,CUST_056,2023-08-22,2023,8,3,Tuesday,Side Dishes,Side Salad,Fresh,Cold,Healthy,Plant-Based,3.0,5.0,15.0,Credit Card,Budget (<$6),97,Summer,False,True,False
ORD_425058,CUST_039,2022-08-10,2022,8,3,Wednesday,Main Dishes,Pasta Alfredo,Savoury-Creamy,Hot,Indulgent,Carb-Pasta,12.0,3.0,36.0,Digital Wallet,Mid-range ($6-12),97,Summer,False,False,False
ORD_782464,CUST_079,2023-10-07,2023,10,4,Saturday,Starters,Chicken Melt,Savoury-Cheesy,Hot,Indulgent,Protein-Poultry,8.0,2.0,16.0,Digital Wallet,Mid-range ($6-12),82,Fall,True,False,False
ORD_238379,CUST_038,2023-09-23,2023,9,3,Saturday,Desserts,Chocolate Cake,Sweet,Room Temp,Indulgent,Sweet-Chocolate,6.0,4.0,24.0,Credit Card,Budget (<$6),91,Fall,True,False,True
ORD_976180,CUST_003,2022-09-17,2022,9,3,Saturday,Side Dishes,Mashed Potatoes,Savoury-Creamy,Hot,Moderate,Carb-Potato,4.0,2.0,8.0,Cash,Budget (<$6),91,Fall,True,False,False
ORD_898365,CUST_011,2022-12-03,2022,12,4,Saturday,Starters,Nachos Grande,Savoury-Spicy,Hot,Indulgent,Carb-Fried,10.0,2.0,20.0,Credit Card,Mid-range ($6-12),63,Winter,True,False,True
ORD_762905,CUST_052,2022-03-08,2022,3,1,Tuesday,Starters,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,1.0,4.0,Digital Wallet,Budget (<$6),73,Spring,False,False,False
ORD_642696,CUST_073,2023-10-31,2023,10,4,Tuesday,Desserts,Cheesecake,Sweet-Creamy,Cold,Indulgent,Sweet-Dairy,7.0,5.0,35.0,Cash,Mid-range ($6-12),82,Fall,False,False,True
ORD_891941,CUST_061,2023-04-03,2023,4,2,Monday,Side Dishes,Onion Rings,Savoury,Hot,Indulgent,Carb-Fried,5.0,3.0,15.0,Credit Card,Budget (<$6),80,Spring,False,False,False
ORD_717608,CUST_051,2023-10-09,2023,10,4,Monday,Drinks,Orange Juice,Sweet-Fresh,Cold,Healthy,Beverage-Juice,3.0,5.0,15.0,Credit Card,Budget (<$6),82,Fall,False,False,False
ORD_781522,CUST_092,2022-05-25,2022,5,2,Wednesday,Drinks,Unknown,Unknown,Unknown,Unknown,Unknown,2.5,1.0,2.5,Unknown,Budget (<$6),86,Spring,False,False,False
ORD_775473,CUST_084,2023-02-10,2023,2,1,Friday,Starters,French Fries,Savoury,Hot,Indulgent,Carb-Fried,4.0,2.0,8.0,Unknown,Budget (<$6),66,Winter,False,False,False
ORD_236854,CUST_059,2022-06-30,2022,6,2,Thursday,Drinks,Unknown,Unknown,Unknown,Unknown,Unknown,2.5,3.0,7.5,Credit Card,Budget (<$6),92,Summer,False,False,False
ORD_669867,CUST_031,2022-10-19,2022,10,4,Wednesday,Side Dishes,Grilled Vegetables,Savoury,Hot,Healthy,Plant-Based,5.0,1.0,5.0,Digital Wallet,Budget (<$6),82,Fall,False,True,False
ORD_419898,CUST_083,2022-04-23,2022,4,2,Saturday,Drinks,Coca Cola,Sweet,Cold,Indulgent,Beverage-Soda,2.5,1.0,2.5,Credit Card,Budget (<$6),80,Spring,True,False,False
ORD_641514,CUST_026,2022-10-22,2022,10,4,Saturday,Drinks,Lemonade,Sweet-Sour,Cold,Moderate,Beverage-Juice,3.0,4.0,12.0,Digital Wallet,Budget (<$6),82,Fall,True,False,False
ORD_726987,CUST_044,2023-03-09,2023,3,1,Thursday,Drinks,Coca Cola,Sweet,Cold,Indulgent,Beverage-Soda,2.5,3.0,7.5,Cash,Budget (<$6),73,Spring,False,False,False
ORD_286151,CUST_029,2023-10-31,2023,10,4,Tuesday,Desserts,Fruit Salad,Sweet-Fresh,Cold,Healthy,Sweet-Fruit,4.0,1.0,4.0,Digital Wallet,Budget (<$6),82,Fall,False,True,True
ORD_529888,CUST_100,2023-09-17,2023,9,3,Sunday,Drinks,Unknown,Unknown,Unknown,Unknown,Unknown,2.5,3.0,7.5,Unknown,Budget (<$6),91,Fall,True,False,False
ORD_395887,CUST_057,2023-03-30,2023,3,1,Thursday,Drinks,Coca Cola,Sweet,Cold,Indulgent,Beverage-Soda,2.5,2.0,5.0,Digital Wallet,Budget (<$6),73,Spring,False,False,False
ORD_464462,CUST_033,2023-12-26,2023,12,4,Tuesday,Main Dishes,Pasta Alfredo,Savoury-Creamy,Hot,Indulgent,Carb-Pasta,12.0,1.0,12.0,Cash,Mid-range ($6-12),63,Winter,False,False,False
ORD_312426,CUST_065,2023-02-10,2023,2,1,Friday,Drinks,Orange Juice,Sweet-Fresh,Cold,Healthy,Beverage-Juice,3.0,3.0,9.0,Credit Card,Budget (<$6),66,Winter,False,False,False
ORD_681325,CUST_044,2023-05-13,2023,5,2,Saturday,Side Dishes,Grilled Vegetables,Savoury,Hot,Healthy,Plant-Based,5.0,3.0,15.0,Credit Card,Budget (<$6),86,Spring,True,True,False
ORD_937174,CUST_048,2023-03-30,2023,3,1,Thursday,Side Dishes,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,4.0,16.0,Cash,Budget (<$6),73,Spring,False,False,False
ORD_195923,CUST_071,2023-07-11,2023,7,3,Tuesday,Starters,French Fries,Savoury,Hot,Indulgent,Carb-Fried,4.0,1.0,4.0,Credit Card,Budget (<$6),96,Summer,False,False,False
ORD_854965,CUST_087,2023-03-04,2023,3,1,Saturday,Desserts,Chocolate Cake,Sweet,Room Temp,Indulgent,Sweet-Chocolate,6.0,2.0,12.0,Digital Wallet,Budget (<$6),73,Spring,True,False,True
ORD_489833,CUST_089,2023-09-15,2023,9,3,Friday,Drinks,Coca Cola,Sweet,Cold,Indulgent,Beverage-Soda,2.5,5.0,12.5,Cash,Budget (<$6),91,Fall,False,False,False
ORD_415329,CUST_064,2022-11-21,2022,11,4,Monday,Desserts,Unknown,Unknown,Unknown,Unknown,Unknown,6.0,2.0,12.0,Digital Wallet,Budget (<$6),71,Fall,False,False,False
ORD_998633,CUST_048,2023-07-24,2023,7,3,Monday,Main Dishes,Grilled Chicken,Savoury,Hot,Healthy,Protein-Poultry,15.0,5.0,75.0,Digital Wallet,Premium (>$12),96,Summer,False,False,False
ORD_536627,CUST_027,2023-05-26,2023,5,2,Friday,Main Dishes,Grilled Chicken,Savoury,Hot,Healthy,Protein-Poultry,15.0,2.0,30.0,Digital Wallet,Premium (>$12),86,Spring,False,False,False
ORD_966473,CUST_043,2023-11-20,2023,11,4,Monday,Main Dishes,Grilled Chicken,Savoury,Hot,Healthy,Protein-Poultry,15.0,5.0,75.0,Cash,Premium (>$12),71,Fall,False,False,False
ORD_321931,CUST_078,2023-01-08,2023,1,1,Sunday,Desserts,Fruit Salad,Sweet-Fresh,Cold,Healthy,Sweet-Fruit,4.0,4.0,16.0,Cash,Budget (<$6),62,Winter,True,True,True
ORD_116990,CUST_026,2023-06-26,2023,6,2,Monday,Main Dishes,Steak,Savoury,Hot,Indulgent,Protein-Red Meat,20.0,3.0,60.0,Credit Card,Premium (>$12),92,Summer,False,False,False
ORD_687837,CUST_019,2022-10-23,2022,10,4,Sunday,Drinks,Water,Neutral,Cold,Healthy,Beverage-Water,1.0,5.0,5.0,Credit Card,Budget (<$6),82,Fall,True,False,False
ORD_503381,CUST_030,2022-03-30,2022,3,1,Wednesday,Starters,Cheese Fries,Savoury-Cheesy,Hot,Indulgent,Carb-Fried,5.0,2.0,10.0,Credit Card,Budget (<$6),73,Spring,False,False,False
ORD_647605,CUST_040,2022-09-08,2022,9,3,Thursday,Drinks,Coca Cola,Sweet,Cold,Indulgent,Beverage-Soda,2.5,5.0,12.5,Digital Wallet,Budget (<$6),91,Fall,False,False,False
ORD_425768,CUST_058,2022-02-12,2022,2,1,Saturday,Drinks,Orange Juice,Sweet-Fresh,Cold,Healthy,Beverage-Juice,3.0,1.0,3.0,Credit Card,Budget (<$6),66,Winter,True,False,False
ORD_638662,CUST_100,2023-03-23,2023,3,1,Thursday,Side Dishes,Side Salad,Fresh,Cold,Healthy,Plant-Based,3.0,4.0,12.0,Digital Wallet,Budget (<$6),73,Spring,False,True,False
ORD_358219,CUST_035,2023-09-27,2023,9,3,Wednesday,Desserts,Ice Cream,Sweet-Creamy,Cold,Indulgent,Sweet-Dairy,5.0,2.0,10.0,Credit Card,Budget (<$6),91,Fall,False,False,True
ORD_956744,CUST_087,2022-12-22,2022,12,4,Thursday,Side Dishes,Side Salad,Fresh,Cold,Healthy,Plant-Based,3.0,5.0,15.0,Credit Card,Budget (<$6),63,Winter,False,True,False
ORD_800330,CUST_066,2023-05-18,2023,5,2,Thursday,Side Dishes,Mashed Potatoes,Savoury-Creamy,Hot,Moderate,Carb-Potato,4.0,5.0,20.0,Credit Card,Budget (<$6),86,Spring,False,False,False
ORD_610285,CUST_035,2022-12-28,2022,12,4,Wednesday,Main Dishes,Salmon,Savoury,Hot,Healthy,Protein-Seafood,18.0,4.0,72.0,Digital Wallet,Premium (>$12),63,Winter,False,False,False
ORD_114832,CUST_067,2022-12-30,2022,12,4,Friday,Drinks,Iced Tea,Refreshing,Cold,Moderate,Beverage-Tea,2.5,2.0,5.0,Cash,Budget (<$6),63,Winter,False,False,False
ORD_690519,CUST_032,2022-03-01,2022,3,1,Tuesday,Main Dishes,Unknown,Unknown,Unknown,Unknown,Unknown,15.0,3.0,45.0,Unknown,Premium (>$12),73,Spring,False,False,False
ORD_525841,CUST_076,2022-04-02,2022,4,2,Saturday,Side Dishes,Grilled Vegetables,Savoury,Hot,Healthy,Plant-Based,5.0,1.0,5.0,Credit Card,Budget (<$6),80,Spring,True,True,False
ORD_515065,CUST_088,2023-08-10,2023,8,3,Thursday,Drinks,Water,Neutral,Cold,Healthy,Beverage-Water,1.0,2.0,2.0,Credit Card,Budget (<$6),97,Summer,False,False,False
ORD_614434,CUST_089,2023-02-11,2023,2,1,Saturday,Main Dishes,Salmon,Savoury,Hot,Healthy,Protein-Seafood,18.0,4.0,72.0,Cash,Premium (>$12),66,Winter,True,False,False
ORD_941026,CUST_022,2022-10-01,2022,10,4,Saturday,Side Dishes,Garlic Bread,Savoury,Hot,Moderate,Carb-Bread,4.0,1.0,4.0,Cash,Budget (<$6),82,Fall,True,False,False
ORD_149109,CUST_051,2022-08-03,2022,8,3,Wednesday,Desserts,Ice Cream,Sweet-Creamy,Cold,Indulgent,Sweet-Dairy,5.0,1.0,5.0,Cash,Budget (<$6),97,Summer,False,False,True
ORD_592026,CUST_075,2023-07-06,2023,7,3,Thursday,Side Dishes,Mashed Potatoes,Savoury-Creamy,Hot,Moderate,Carb-Potato,4.0,1.0,4.0,Credit Card,Budget (<$6),96,Summer,False,False,False
ORD_638191,CUST_050,2022-09-26,2022,9,3,Monday,Side Dishes,Side Salad,Fresh,Cold,Healthy,Plant-Based,3.0,2.0,6.0,Unknown,Budget (<$6),91,Fall,False,True,False
ORD_122573,CUST_038,2022-04-02,2022,4,2,Saturday,Starters,Unknown,Unknown,Unknown,Unknown,Unknown,5.0,2.0,10.0,Digital Wallet,Budget (<$6),80,Spring,True,False,False
ORD_397448,CUST_016,2023-12-02,2023,12,4,Saturday,Main Dishes,Pasta Alfredo,Savoury-Creamy,Hot,Indulgent,Carb-Pasta,12.0,4.0,48.0,Cash,Mid-range ($6-12),63,Winter,True,False,False
ORD_964573,CUST_098,2023-09-18,2023,9,3,Monday,Desserts,Cheesecake,Sweet-Creamy,Cold,Indulgent,Sweet-Dairy,7.0,5.0,35.0,Cash,Mid-range ($6-12),91,Fall,False,False,True
